# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
PER1	YCR044C	YCR044C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
PER33	YLR064W	YLR064W_mRNA	protein_coding	0	1	0	6	6	0	0	0	0	0	0	0	0	1	0
PET122	YER153C	YER153C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
PET127	YOR017W	YOR017W_mRNA	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
PET191	YJR034W	YJR034W_mRNA	protein_coding	0	0	1	19	14	0	0	1	0	0	0	0	0	0	5
PET309	YLR067C	YLR067C_mRNA	protein_coding	0	4	0	17	2	0	0	0	0	0	0	0	0	4	15
PET9	YBL030C	YBL030C_mRNA	protein_coding	0	0	0	7	1	0	0	0	0	0	0	0	0	0	6
PEX1	YKL197C	YKL197C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PEX11	YOL147C	YOL147C_mRNA	protein_coding	0	4	0	23	22	0	0	0	0	0	0	0	0	4	1
PEX18	YHR160C	YHR160C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
PEX2	YJL210W	YJL210W_mRNA	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	0	7
PEX3	YDR329C	YDR329C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PEX34	YCL056C	YCL056C_mRNA	protein_coding	0	0	0	36	23	0	0	0	0	0	0	0	0	0	13
PEX4	YGR133W	YGR133W_mRNA	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	1	2
PEX6	YNL329C	YNL329C_mRNA	protein_coding	0	1	1	5	2	0	0	1	0	0	0	0	0	1	3
PEX8	YGR077C	YGR077C_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0
PFA3	YNL326C	YNL326C_mRNA	protein_coding	0	0	0	4	3	0	0	0	0	0	0	0	0	0	1
PFK2	YMR205C	YMR205C_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
PGA3	YML125C	YML125C_mRNA	protein_coding	0	5	1	52	23	0	0	1	0	0	0	0	0	5	29
PGK1	YCR012W	YCR012W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
PHB1	YGR132C	YGR132C_mRNA	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	0	1
PHO11	YAR071W	YAR071W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
PHO23	YNL097C	YNL097C_mRNA	protein_coding	0	1	0	4	4	0	0	0	0	0	0	0	0	1	0
PHO3	YBR092C	YBR092C_mRNA	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0
PHO4	YFR034C	YFR034C_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
PHO84	YML123C	YML123C_mRNA	protein_coding	0	12	4	31	24	0	0	4	0	0	0	0	0	12	7
PIG1	YLR273C	YLR273C_mRNA	protein_coding	0	1	4	18	8	0	0	4	0	0	0	0	0	1	10
PIG2	YIL045W	YIL045W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PIM1	YBL022C	YBL022C_mRNA	protein_coding	0	7	2	25	0	0	0	2	0	0	0	0	0	7	25
PKC1	YBL105C	YBL105C_mRNA	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0
PKH1	YDR490C	YDR490C_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
PLC1	YPL268W	YPL268W_mRNA	protein_coding	0	0	3	3	3	0	0	3	0	0	0	0	0	0	0
PLM2	YDR501W	YDR501W_mRNA	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0
PLP2	YOR281C	YOR281C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PMA1	YGL008C	YGL008C_mRNA	protein_coding	0	1	0	1	1	0	0	0	0	0	0	0	0	1	0
PMI40	YER003C	YER003C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PML1	YLR016C	YLR016C_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
PML39	YML107C	YML107C_mRNA	protein_coding	0	0	1	30	23	0	0	1	0	0	0	0	0	0	7
PMP1	YCR024C-A	YCR024C-A_mRNA	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0
PMP3	YDR276C	YDR276C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
PMR1	YGL167C	YGL167C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
PMS1	YNL082W	YNL082W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PNC1	YGL037C	YGL037C_mRNA	protein_coding	0	0	0	16	7	0	0	0	0	0	0	0	0	0	9
PNP1	YLR209C	YLR209C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
POA1	YBR022W	YBR022W_mRNA	protein_coding	0	0	0	13	3	0	0	0	0	0	0	0	0	0	10
POB3	YML069W	YML069W_mRNA	protein_coding	0	0	0	7	1	0	0	0	0	0	0	0	0	0	6
POF1	YCL047C	YCL047C_mRNA	protein_coding	0	2	0	34	23	0	0	0	0	0	0	0	0	2	11
POG1	YIL122W	YIL122W_mRNA	protein_coding	0	2	0	9	5	0	0	0	0	0	0	0	0	2	4
POL1	YNL102W	YNL102W_mRNA	protein_coding	0	0	1	6	2	0	0	1	0	0	0	0	0	0	4
POL30	YBR088C	YBR088C_mRNA	protein_coding	0	0	0	6	6	0	0	0	0	0	0	0	0	0	0
POL32	YJR043C	YJR043C_mRNA	protein_coding	0	1	2	28	10	0	0	2	0	0	0	0	0	1	18
POL4	YCR014C	YCR014C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
POL5	YEL055C	YEL055C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
POM34	YLR018C	YLR018C_mRNA	protein_coding	0	0	0	4	2	0	0	0	0	0	0	0	0	0	2
POP4	YBR257W	YBR257W_mRNA	protein_coding	0	3	1	20	2	0	0	1	0	0	0	0	0	3	18
POP6	YGR030C	YGR030C_mRNA	protein_coding	0	0	1	6	1	0	0	1	0	0	0	0	0	0	5
POP8	YBL018C	YBL018C_mRNA	protein_coding	0	2	1	43	24	0	2	1	0	0	0	0	0	2	17
POS5	YPL188W	YPL188W_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
PPG1	YNR032W	YNR032W_mRNA	protein_coding	0	0	0	5	1	0	0	0	0	0	0	0	0	0	4
PPR1	YLR014C	YLR014C_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
PPT1	YGR123C	YGR123C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
PPT2	YPL148C	YPL148C_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0
PRD1	YCL057W	YCL057W_mRNA	protein_coding	0	5	5	35	13	0	0	5	0	0	0	0	0	5	22
PRE8	YML092C	YML092C_mRNA	protein_coding	0	1	0	24	13	0	0	0	0	0	0	0	0	1	11
PRE9	YGR135W	YGR135W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PRM5	YIL117C	YIL117C_mRNA	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0
PRM6	YML047C	YML047C_mRNA	protein_coding	0	0	0	17	14	0	0	0	0	0	0	0	0	0	3
PRM8	YGL053W	YGL053W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PRM9	YAR031W	YAR031W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
PRP38	YGR075C	YGR075C_mRNA	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	0	2
PRP39	YML046W	YML046W_mRNA	protein_coding	0	0	0	10	3	0	0	0	0	0	0	0	0	0	7
PRP4	YPR178W	YPR178W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PRP46	YPL151C	YPL151C_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
PRP5	YBR237W	YBR237W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
PRP6	YBR055C	YBR055C_mRNA	protein_coding	0	0	0	5	4	0	0	0	0	0	0	0	0	0	1
PRR2	YDL214C	YDL214C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PRY3	YJL078C	YJL078C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PSF3	YOL146W	YOL146W_mRNA	protein_coding	0	0	1	18	0	0	0	1	0	0	0	0	0	0	18
PSP1	YDR505C	YDR505C_mRNA	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0
PSR2	YLR019W	YLR019W_mRNA	protein_coding	0	0	0	4	1	0	0	0	0	0	0	0	0	0	3
PTI1	YGR156W	YGR156W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
PTK2	YJR059W	YJR059W_mRNA	protein_coding	0	9	3	22	5	0	0	3	0	0	0	0	0	9	17
PUG1	YER185W	YER185W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
PUS6	YGR169C	YGR169C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
PUT4	YOR348C	YOR348C_mRNA	protein_coding	0	3	0	1	1	0	0	0	0	0	0	0	0	3	0
PXA1	YPL147W	YPL147W_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
PYC2	YBR218C	YBR218C_mRNA	protein_coding	0	0	1	6	2	0	0	1	0	0	0	0	0	0	4
PYK2	YOR347C	YOR347C_mRNA	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
PZF1	YPR186C	YPR186C_mRNA	protein_coding	0	0	0	9	6	0	0	0	0	0	0	0	0	0	3
QCR2	YPR191W	YPR191W_mRNA	protein_coding	0	0	0	14	0	0	0	0	0	0	0	0	0	0	14
QCR6	YFR033C	YFR033C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
QDR1	YIL120W	YIL120W_mRNA	protein_coding	0	0	1	12	4	0	0	1	0	0	0	0	0	0	8
QDR2	YIL121W	YIL121W_mRNA	protein_coding	0	2	0	11	5	0	0	0	0	0	0	0	0	2	6
QDR3	YBR043C	YBR043C_mRNA	protein_coding	0	0	1	9	2	0	0	1	0	0	0	0	0	0	7
RAD10	YML095C	YML095C_mRNA	protein_coding	0	0	0	24	10	0	0	0	0	0	0	0	0	0	14
RAD24	YER173W	YER173W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
RAD26	YJR035W	YJR035W_mRNA	protein_coding	0	6	4	22	16	0	0	4	0	0	0	0	0	6	6
RAD5	YLR032W	YLR032W_mRNA	protein_coding	0	2	1	14	3	0	0	1	0	0	0	0	0	2	11
RAD52	YML032C	YML032C_mRNA	protein_coding	0	1	3	41	17	0	0	3	0	0	0	0	0	1	24
RAD6	YGL058W	YGL058W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
RAD7	YJR052W	YJR052W_mRNA	protein_coding	0	5	0	11	8	0	0	0	0	0	0	0	0	5	3
RAI1	YGL246C	YGL246C_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1
RAS2	YNL098C	YNL098C_mRNA	protein_coding	0	0	0	6	2	0	0	0	0	0	0	0	0	0	4
RAT1	YOR048C	YOR048C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
RAV1	YJR033C	YJR033C_mRNA	protein_coding	0	4	1	23	9	0	0	1	0	0	0	0	0	4	14
RAX2	YLR084C	YLR084C_mRNA	protein_coding	0	5	4	18	8	0	0	4	0	0	0	0	0	5	10
RBH2	YJR030C	YJR030C_mRNA	protein_coding	0	0	2	12	0	0	0	2	0	0	0	0	0	0	12
RCF1	YML030W	YML030W_mRNA	protein_coding	0	1	0	41	25	0	0	0	0	0	0	0	0	1	16
RCF3	YBR255C-A	YBR255C-A_mRNA	protein_coding	0	2	0	25	10	0	0	0	0	0	0	0	0	2	15
RCK2	YLR248W	YLR248W_mRNA	protein_coding	0	3	4	15	4	0	0	4	0	0	0	0	0	3	11
RCR1	YBR005W	YBR005W_mRNA	protein_coding	0	1	2	29	20	0	0	2	0	0	0	0	0	1	9
RDH54	YBR073W	YBR073W_mRNA	protein_coding	1	2	0	4	1	1	0	0	0	0	0	0	0	2	3
RDL1	YOR285W	YOR285W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
RDL2	YOR286W	YOR286W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RDN18-1	RDN18-1	RDN18-1_rRNA	rRNA	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
RDN25-1	RDN25-1	RDN25-1_rRNA	rRNA	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
RDN37-1	RDN37-1	RDN37-1_rRNA	rRNA	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
RDN58-1	RDN58-1	RDN58-1_rRNA	rRNA	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
RDS2	YPL133C	YPL133C_mRNA	protein_coding	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1
RDT1	YCL054W-A	YCL054W-A_mRNA	protein_coding	0	0	0	31	14	0	0	0	0	0	0	0	0	0	17
REB1	YBR049C	YBR049C_mRNA	protein_coding	0	1	1	7	3	0	0	1	0	0	0	0	0	1	4
REC102	YLR329W	YLR329W_mRNA	protein_coding	0	1	0	5	3	0	0	0	0	0	0	0	0	1	2
REC104	YHR157W	YHR157W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
RED1	YLR263W	YLR263W_mRNA	protein_coding	0	5	2	21	10	0	0	2	0	0	0	0	0	5	11
REE1	YJL217W	YJL217W_mRNA	protein_coding	0	0	0	4	3	0	0	0	0	0	0	0	0	0	1
REG2	YBR050C	YBR050C_mRNA	protein_coding	0	0	1	6	2	0	0	1	0	0	0	0	0	0	4
RER2	YBR002C	YBR002C_mRNA	protein_coding	0	1	1	33	17	0	0	1	0	0	0	0	0	1	16
REV1	YOR346W	YOR346W_mRNA	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0
REV7	YIL139C	YIL139C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
REX2	YLR059C	YLR059C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
RFC2	YJR068W	YJR068W_mRNA	protein_coding	0	0	0	22	12	0	0	0	0	0	0	0	0	0	10
RFC3	YNL290W	YNL290W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
RFC5	YBR087W	YBR087W_mRNA	protein_coding	0	2	0	5	0	0	0	0	0	0	0	0	0	2	5
RFS1	YBR052C	YBR052C_mRNA	protein_coding	0	1	0	7	3	0	0	0	0	0	0	0	0	1	4
RFT1	YBL020W	YBL020W_mRNA	protein_coding	0	9	0	33	21	0	0	0	0	0	0	0	0	9	12
RFU1	YLR073C	YLR073C_mRNA	protein_coding	0	1	0	14	1	0	0	0	0	0	0	0	0	1	13
RGD1	YBR260C	YBR260C_mRNA	protein_coding	0	0	0	13	13	0	0	0	0	0	0	0	0	0	0
RGI1	YER067W	YER067W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
RGI2	YIL057C	YIL057C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
RGR1	YLR071C	YLR071C_mRNA	protein_coding	0	0	0	24	16	0	0	0	0	0	0	0	0	0	8
RHB1	YCR027C	YCR027C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
RHO3	YIL118W	YIL118W_mRNA	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
RIA1	YNL163C	YNL163C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RIB1	YBL033C	YBL033C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RIB3	YDR487C	YDR487C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RIB5	YBR256C	YBR256C_mRNA	protein_coding	0	4	0	23	14	0	0	0	0	0	0	0	0	4	9
RIC1	YLR039C	YLR039C_mRNA	protein_coding	0	2	1	9	5	0	0	1	0	0	0	0	0	2	4
RIF2	YLR453C	YLR453C_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1
RIP1	YEL024W	YEL024W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
RKM5	YLR137W	YLR137W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RLF2	YPR018W	YPR018W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RMD8	YFR048W	YFR048W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RME1	YGR044C	YGR044C_mRNA	protein_coding	0	1	1	40	28	0	0	1	0	0	0	0	0	1	12
RME3	RME3	RME3_ncRNA	lincRNA	0	0	0	3	2	0	0	0	1	0	0	0	0	0	0
RMR1	YGL250W	YGL250W_mRNA	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	0	2
RNA15	YGL044C	YGL044C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RNA170	RNA170	RNA170_ncRNA	lincRNA	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RNH203	YLR154C	YLR154C_mRNA	protein_coding	0	0	0	5	4	0	0	0	0	0	0	0	0	0	1
RNQ1	YCL028W	YCL028W_mRNA	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0
RNR1	YER070W	YER070W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ROD1	YOR018W	YOR018W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ROK1	YGL171W	YGL171W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
ROM1	YGR070W	YGR070W_mRNA	protein_coding	0	1	0	2	1	0	0	0	0	0	0	0	0	1	1
ROM2	YLR371W	YLR371W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
ROT2	YBR229C	YBR229C_mRNA	protein_coding	0	1	0	4	4	0	0	0	0	0	0	0	0	1	0
RPA12	YJR063W	YJR063W_mRNA	protein_coding	0	0	0	15	5	0	0	0	0	0	0	0	0	0	10
RPA190	YOR341W	YOR341W_mRNA	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	0	1
RPA43	YOR340C	YOR340C_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
RPC10	YHR143W-A	YHR143W-A_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
RPC11	YDR045C	YDR045C_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0
RPC17	YJL011C	YJL011C_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
RPC19	YNL113W	YNL113W_mRNA	protein_coding	0	0	0	8	8	0	0	0	0	0	0	0	0	0	0
RPC82	YPR190C	YPR190C_mRNA	protein_coding	0	6	0	8	5	0	0	0	0	0	0	0	0	6	3
RPD3	YNL330C	YNL330C_mRNA	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	4
RPG1	YBR079C	YBR079C_mRNA	protein_coding	0	2	0	5	3	0	0	0	0	0	0	0	0	2	2
RPI1	YIL119C	YIL119C_mRNA	protein_coding	0	0	1	8	5	0	0	1	0	0	0	0	0	0	3
RPL10	YLR075W	YLR075W_mRNA	protein_coding	0	0	0	22	14	0	0	0	0	0	0	0	0	0	8
RPL12A	YEL054C	YEL054C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
RPL14A	YKL006W	YKL006W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RPL15A	YLR029C	YLR029C_mRNA	protein_coding	0	0	0	13	2	0	0	0	0	0	0	0	0	0	11
RPL16A	YIL133C	YIL133C_mRNA	protein_coding	0	0	0	4	2	0	0	0	0	0	0	0	0	0	2
RPL19A	YBR084C-A	YBR084C-A_mRNA	protein_coding	0	1	0	10	3	0	2	0	0	1	0	0	0	0	6
RPL19B	YBL027W	YBL027W_mRNA	protein_coding	0	1	0	14	9	0	0	0	0	0	0	0	0	1	5
RPL1A	YPL220W	YPL220W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RPL22A	YLR061W	YLR061W_mRNA	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0
RPL24A	YGL031C	YGL031C_mRNA	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0
RPL26A	YLR344W	YLR344W_mRNA	protein_coding	0	0	0	17	3	0	1	0	0	0	0	0	0	0	13
RPL26B	YGR034W	YGR034W_mRNA	protein_coding	0	0	0	4	0	0	1	0	0	0	0	0	0	0	3
RPL30	YGL030W	YGL030W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RPL33A	YPL143W	YPL143W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
RPL36A	YMR194W	YMR194W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RPL37B	YDR500C	YDR500C_mRNA	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5
RPL38	YLR325C	YLR325C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RPL40A	YIL148W	YIL148W_mRNA	protein_coding	0	0	0	11	7	0	0	0	0	0	0	0	0	0	4
RPL42A	YNL162W	YNL162W_mRNA	protein_coding	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
RPL5	YPL131W	YPL131W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RPL6A	YML073C	YML073C_mRNA	protein_coding	0	0	0	10	1	0	1	0	0	0	0	0	0	0	8
RPL9B	YNL067W	YNL067W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
RPM2	YML091C	YML091C_mRNA	protein_coding	0	5	0	24	14	0	0	0	0	0	0	0	0	5	10
RPO21	YDL140C	YDL140C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
RPO26	YPR187W	YPR187W_mRNA	protein_coding	0	0	0	10	4	0	0	0	0	0	0	0	0	0	6
RPP0	YLR340W	YLR340W_mRNA	protein_coding	0	0	1	18	11	0	0	1	0	0	0	0	0	0	7
RPS0A	YGR214W	YGR214W_mRNA	protein_coding	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0
RPS0B	YLR048W	YLR048W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
RPS11B	YBR048W	YBR048W_mRNA	protein_coding	0	0	0	7	3	0	0	0	0	0	0	0	0	0	4
RPS17A	YML024W	YML024W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RPS18B	YML026C	YML026C_mRNA	protein_coding	0	0	0	19	19	0	0	0	0	0	0	0	0	0	0
RPS1A	YLR441C	YLR441C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
RPS1B	YML063W	YML063W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
RPS22B	YLR367W	YLR367W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
RPS23A	YGR118W	YGR118W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RPS23B	YPR132W	YPR132W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RPS25A	YGR027C	YGR027C_mRNA	protein_coding	0	0	0	14	14	0	0	0	0	0	0	0	0	0	0
RPS25B	YLR333C	YLR333C_mRNA	protein_coding	0	0	0	4	3	0	0	0	0	0	0	0	0	0	1
RPS28B	YLR264W	YLR264W_mRNA	protein_coding	0	1	0	23	8	0	0	0	0	0	0	0	0	1	15
RPS30A	YLR287C-A	YLR287C-A_mRNA	protein_coding	0	0	0	34	15	0	1	0	0	0	0	0	0	0	18
RPS7B	YNL096C	YNL096C_mRNA	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0
RQC1	YDR333C	YDR333C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
RRD1	YIL153W	YIL153W_mRNA	protein_coding	0	3	0	1	1	0	0	0	0	0	0	0	0	3	0
RRD2	YPL152W	YPL152W_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0
RRN10	YBL025W	YBL025W_mRNA	protein_coding	0	0	0	15	4	0	0	0	0	0	0	0	0	0	11
RRN11	YML043C	YML043C_mRNA	protein_coding	0	3	0	10	0	0	0	0	0	0	0	0	0	3	10
RRN6	YBL014C	YBL014C_mRNA	protein_coding	0	4	2	28	16	0	0	2	0	0	0	0	0	4	12
RRP36	YOR287C	YOR287C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
RRP4	YHR069C	YHR069C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
RRP9	YPR137W	YPR137W_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
RRT12	YCR045C	YCR045C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
RRT14	YIL127C	YIL127C_mRNA	protein_coding	0	0	0	11	7	0	0	0	0	0	0	0	0	0	4
RRT16	YNL105W	YNL105W_mRNA	protein_coding	0	0	0	19	6	0	0	0	0	0	0	0	0	0	13
RSA3	YLR221C	YLR221C_mRNA	protein_coding	0	0	1	6	1	0	0	1	0	0	0	0	0	0	5
RSB1	YOR049C	YOR049C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
RSC1	YGR056W	YGR056W_mRNA	protein_coding	0	4	3	5	1	0	0	3	0	0	0	0	0	4	4
RSC2	YLR357W	YLR357W_mRNA	protein_coding	0	1	0	2	1	0	0	0	0	0	0	0	0	1	1
RSC58	YLR033W	YLR033W_mRNA	protein_coding	0	1	0	11	4	0	0	0	0	0	0	0	0	1	7
RSC8	YFR037C	YFR037C_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3
RSC9	YML127W	YML127W_mRNA	protein_coding	0	7	0	36	21	0	0	0	0	0	0	0	0	7	15
RSE1	YML049C	YML049C_mRNA	protein_coding	0	5	7	14	12	0	0	7	0	0	0	0	0	5	2
