# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_region_variant	variants_effect_stop_gained	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
NUP85	YJR042W	YJR042W_mRNA	protein_coding	0	5	1	28	15	0	0	1	0	0	0	0	5	13
NVJ1	YHR195W	YHR195W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
NYV1	YLR093C	YLR093C_mRNA	protein_coding	0	1	1	23	12	0	0	1	0	0	0	0	1	11
OCA1	YNL099C	YNL099C_mRNA	protein_coding	0	0	0	10	2	0	0	0	0	0	0	0	0	8
OCH1	YGL038C	YGL038C_mRNA	protein_coding	0	1	0	9	5	0	0	0	0	0	0	0	1	4
OCT1	YKL134C	YKL134C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ODC1	YPL134C	YPL134C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
OGG1	YML060W	YML060W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
OLE1	YGL055W	YGL055W_mRNA	protein_coding	0	1	0	2	1	0	0	0	0	0	0	0	1	1
OM14	YBR230C	YBR230C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
OM45	YIL136W	YIL136W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
OPI10	YOL032W	YOL032W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
OPI11	YPR044C	YPR044C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
OPI3	YJR073C	YJR073C_mRNA	protein_coding	0	1	0	10	10	0	0	0	0	0	0	0	1	0
OPI9	YLR338W	YLR338W_mRNA	protein_coding	0	1	0	9	6	0	0	0	0	0	0	0	1	3
OPT1	YJL212C	YJL212C_mRNA	protein_coding	0	5	0	22	13	0	0	0	0	0	0	0	5	9
ORC1	YML065W	YML065W_mRNA	protein_coding	0	0	1	4	0	0	0	1	0	0	0	0	0	4
ORC2	YBR060C	YBR060C_mRNA	protein_coding	0	1	0	13	6	0	0	0	0	0	0	0	1	7
ORC4	YPR162C	YPR162C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ORM1	YGR038W	YGR038W_mRNA	protein_coding	0	0	0	8	2	0	0	0	0	0	0	0	0	6
ORM2	YLR350W	YLR350W_mRNA	protein_coding	0	1	0	4	4	0	0	0	0	0	0	0	1	0
OSM1	YJR051W	YJR051W_mRNA	protein_coding	0	1	0	18	18	0	0	0	0	0	0	0	1	0
OST4	YDL232W	YDL232W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
OST5	YGL226C-A	YGL226C-A_mRNA	protein_coding	0	1	0	16	4	0	1	0	0	0	0	0	1	11
OSW2	YLR054C	YLR054C_mRNA	protein_coding	0	1	0	3	2	0	0	0	0	0	0	0	1	1
OSW7	YFR039C	YFR039C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PAC10	YGR078C	YGR078C_mRNA	protein_coding	0	0	0	10	4	0	0	0	0	0	0	0	0	6
PAC11	YDR488C	YDR488C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PAN5	YHR063C	YHR063C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PAN6	YIL145C	YIL145C_mRNA	protein_coding	0	0	0	5	2	0	0	0	0	0	0	0	0	3
PAU11	YGL261C	YGL261C_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
PAU23	YLR037C	YLR037C_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
PAU4	YLR461W	YLR461W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
PBA1	YLR199C	YLR199C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PBI2	YNL015W	YNL015W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
PBN1	YCL052C	YCL052C_mRNA	protein_coding	0	3	2	33	13	0	0	2	0	0	0	0	3	20
PCD1	YLR151C	YLR151C_mRNA	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0
PCL1	YNL289W	YNL289W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PCM1	YEL058W	YEL058W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PCS60	YBR222C	YBR222C_mRNA	protein_coding	0	0	0	4	2	0	0	0	0	0	0	0	0	2
PDA1	YER178W	YER178W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PDB1	YBR221C	YBR221C_mRNA	protein_coding	0	0	0	4	2	0	0	0	0	0	0	0	0	2
PDC1	YLR044C	YLR044C_mRNA	protein_coding	0	0	1	5	5	0	0	1	0	0	0	0	0	0
PDC5	YLR134W	YLR134W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PDC6	YGR087C	YGR087C_mRNA	protein_coding	0	3	0	9	5	0	0	0	0	0	0	0	3	4
PDE1	YGL248W	YGL248W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
PDI1	YCL043C	YCL043C_mRNA	protein_coding	0	4	1	18	12	0	0	1	0	0	0	0	4	6
PDR1	YGL013C	YGL013C_mRNA	protein_coding	0	0	1	1	0	0	0	1	0	0	0	0	0	1
PDR10	YOR328W	YOR328W_mRNA	protein_coding	0	4	2	10	3	0	0	2	0	0	0	0	4	7
PDR11	YIL013C	YIL013C_mRNA	protein_coding	0	0	1	1	1	0	0	1	0	0	0	0	0	0
PDR3	YBL005W	YBL005W_mRNA	protein_coding	0	5	4	19	6	0	0	4	0	0	0	0	5	13
PDR8	YLR266C	YLR266C_mRNA	protein_coding	0	5	4	28	21	0	0	4	0	0	0	0	5	7
PDS1	YDR113C	YDR113C_mRNA	protein_coding	0	0	0	6	4	0	0	0	0	0	0	0	0	2
PEF1	YGR058W	YGR058W_mRNA	protein_coding	0	0	0	12	0	0	0	0	0	0	0	0	0	12
PEP1	YBL017C	YBL017C_mRNA	protein_coding	0	10	12	47	27	0	0	12	0	0	0	0	10	20
PEP3	YLR148W	YLR148W_mRNA	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0
PEP5	YMR231W	YMR231W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PER1	YCR044C	YCR044C_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0
PER33	YLR064W	YLR064W_mRNA	protein_coding	0	1	0	8	8	0	0	0	0	0	0	0	1	0
PES4	YFR023W	YFR023W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
PET130	YJL023C	YJL023C_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
PET191	YJR034W	YJR034W_mRNA	protein_coding	0	0	0	24	14	0	0	0	0	0	0	0	0	10
PET309	YLR067C	YLR067C_mRNA	protein_coding	0	5	1	16	2	0	0	1	0	0	0	0	5	14
PET9	YBL030C	YBL030C_mRNA	protein_coding	0	0	0	13	1	0	0	0	0	0	0	0	0	12
PEX1	YKL197C	YKL197C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PEX11	YOL147C	YOL147C_mRNA	protein_coding	0	3	0	25	23	0	0	0	0	0	0	0	3	2
PEX12	YMR026C	YMR026C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PEX18	YHR160C	YHR160C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PEX2	YJL210W	YJL210W_mRNA	protein_coding	0	0	1	19	7	0	0	1	0	0	0	0	0	12
PEX21	YGR239C	YGR239C_mRNA	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	5
PEX3	YDR329C	YDR329C_mRNA	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	4
PEX30	YLR324W	YLR324W_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
PEX34	YCL056C	YCL056C_mRNA	protein_coding	0	0	0	29	15	0	0	0	0	0	0	0	0	14
PEX4	YGR133W	YGR133W_mRNA	protein_coding	0	1	2	15	8	0	0	2	0	0	0	0	1	7
PEX5	YDR244W	YDR244W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PEX6	YNL329C	YNL329C_mRNA	protein_coding	0	1	2	8	0	0	0	2	0	0	0	0	1	8
PEX8	YGR077C	YGR077C_mRNA	protein_coding	0	2	1	8	2	0	0	1	0	0	0	0	2	6
PFA3	YNL326C	YNL326C_mRNA	protein_coding	0	0	0	8	8	0	0	0	0	0	0	0	0	0
PFK1	YGR240C	YGR240C_mRNA	protein_coding	0	5	0	0	0	0	0	0	0	0	0	0	5	0
PFK27	YOL136C	YOL136C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PGA3	YML125C	YML125C_mRNA	protein_coding	0	5	0	37	12	0	0	0	0	0	0	0	5	25
PHB1	YGR132C	YGR132C_mRNA	protein_coding	0	1	0	18	7	0	0	0	0	0	0	0	1	11
PHO11	YAR071W	YAR071W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
PHO12	YHR215W	YHR215W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PHO13	YDL236W	YDL236W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PHO23	YNL097C	YNL097C_mRNA	protein_coding	0	1	0	9	9	0	0	0	0	0	0	0	1	0
PHO3	YBR092C	YBR092C_mRNA	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0
PHO5	YBR093C	YBR093C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PHO84	YML123C	YML123C_mRNA	protein_coding	0	10	4	22	17	0	0	4	0	0	0	0	10	5
PHO87	YCR037C	YCR037C_mRNA	protein_coding	0	0	1	3	1	0	0	1	0	0	0	0	0	2
PIG1	YLR273C	YLR273C_mRNA	protein_coding	0	4	4	15	9	0	0	4	0	0	0	0	4	6
PIG2	YIL045W	YIL045W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PIL1	YGR086C	YGR086C_mRNA	protein_coding	0	1	0	9	3	0	0	0	0	0	0	0	1	6
PIM1	YBL022C	YBL022C_mRNA	protein_coding	0	7	1	21	1	0	0	1	0	0	0	0	7	20
PKC1	YBL105C	YBL105C_mRNA	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	2	0
PKH1	YDR490C	YDR490C_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
PKH3	YDR466W	YDR466W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PKP2	YGL059W	YGL059W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PLC1	YPL268W	YPL268W_mRNA	protein_coding	0	0	1	4	3	0	0	1	0	0	0	0	0	1
PLM2	YDR501W	YDR501W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
PMA1	YGL008C	YGL008C_mRNA	protein_coding	0	2	0	3	3	0	0	0	0	0	0	0	2	0
PMC1	YGL006W	YGL006W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PML1	YLR016C	YLR016C_mRNA	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	5
PML39	YML107C	YML107C_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
PMP1	YCR024C-A	YCR024C-A_mRNA	protein_coding	0	1	0	5	4	0	0	0	0	0	0	0	1	1
PMP3	YDR276C	YDR276C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PMS1	YNL082W	YNL082W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PMT3	YOR321W	YOR321W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PNC1	YGL037C	YGL037C_mRNA	protein_coding	0	0	0	9	4	0	0	0	0	0	0	0	0	5
PNG1	YPL096W	YPL096W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PNP1	YLR209C	YLR209C_mRNA	protein_coding	0	1	0	4	0	0	0	0	0	0	0	0	1	4
POA1	YBR022W	YBR022W_mRNA	protein_coding	0	0	0	8	2	0	0	0	0	0	0	0	0	6
POB3	YML069W	YML069W_mRNA	protein_coding	0	0	0	6	4	0	0	0	0	0	0	0	0	2
POC4	YPL144W	YPL144W_mRNA	protein_coding	0	0	1	2	0	0	0	1	0	0	0	0	0	2
POF1	YCL047C	YCL047C_mRNA	protein_coding	0	3	0	27	16	0	0	0	0	0	0	0	3	11
POG1	YIL122W	YIL122W_mRNA	protein_coding	0	1	0	4	2	0	0	0	0	0	0	0	1	2
POL1	YNL102W	YNL102W_mRNA	protein_coding	0	0	1	6	3	0	0	1	0	0	0	0	0	3
POL30	YBR088C	YBR088C_mRNA	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0
POL32	YJR043C	YJR043C_mRNA	protein_coding	0	1	5	22	10	0	0	5	0	0	0	0	1	12
POL5	YEL055C	YEL055C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
POM34	YLR018C	YLR018C_mRNA	protein_coding	0	1	0	5	2	0	0	0	0	0	0	0	1	3
POP4	YBR257W	YBR257W_mRNA	protein_coding	0	0	1	28	6	0	0	1	0	0	0	0	0	22
POP6	YGR030C	YGR030C_mRNA	protein_coding	0	0	0	4	2	0	0	0	0	0	0	0	0	2
POP8	YBL018C	YBL018C_mRNA	protein_coding	0	1	3	45	19	0	3	3	0	1	0	0	0	24
PPG1	YNR032W	YNR032W_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
PPM2	YOL141W	YOL141W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PPR1	YLR014C	YLR014C_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
PPT1	YGR123C	YGR123C_mRNA	protein_coding	0	2	1	31	19	0	0	1	0	0	0	0	2	12
PPT2	YPL148C	YPL148C_mRNA	protein_coding	0	1	0	4	2	0	0	0	0	0	0	0	1	2
PRD1	YCL057W	YCL057W_mRNA	protein_coding	0	3	3	32	13	0	0	3	0	0	0	0	3	19
PRE8	YML092C	YML092C_mRNA	protein_coding	0	0	0	7	4	0	0	0	0	0	0	0	0	3
PRE9	YGR135W	YGR135W_mRNA	protein_coding	0	0	0	18	7	0	0	0	0	0	0	0	0	11
PRK1	YIL095W	YIL095W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PRM5	YIL117C	YIL117C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PRM6	YML047C	YML047C_mRNA	protein_coding	0	0	0	14	13	0	0	0	0	0	0	0	0	1
PRM8	YGL053W	YGL053W_mRNA	protein_coding	0	0	0	3	1	0	0	0	0	0	0	0	0	2
PRO2	YOR323C	YOR323C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PRP28	YDR243C	YDR243C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PRP3	YDR473C	YDR473C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PRP38	YGR075C	YGR075C_mRNA	protein_coding	0	0	0	7	1	0	0	0	0	0	0	0	0	6
PRP39	YML046W	YML046W_mRNA	protein_coding	0	0	0	10	1	0	0	0	0	0	0	0	0	9
PRP4	YPR178W	YPR178W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PRP46	YPL151C	YPL151C_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
PRP5	YBR237W	YBR237W_mRNA	protein_coding	0	0	0	3	3	0	0	0	0	0	0	0	0	0
PRP6	YBR055C	YBR055C_mRNA	protein_coding	0	1	0	5	2	0	0	0	0	0	0	0	1	3
PRY3	YJL078C	YJL078C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PSD2	YGR170W	YGR170W_mRNA	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	3
PSF3	YOL146W	YOL146W_mRNA	protein_coding	0	0	2	19	0	0	0	2	0	0	0	0	0	19
PSP1	YDR505C	YDR505C_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
PSR2	YLR019W	YLR019W_mRNA	protein_coding	0	1	0	5	2	0	0	0	0	0	0	0	1	3
PTC1	YDL006W	YDL006W_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
PTH1	YHR189W	YHR189W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PTI1	YGR156W	YGR156W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PTK2	YJR059W	YJR059W_mRNA	protein_coding	0	6	3	22	5	0	0	3	0	0	0	0	6	17
PTP1	YDL230W	YDL230W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PUB1	YNL016W	YNL016W_mRNA	protein_coding	0	0	1	1	0	0	0	1	0	0	0	0	0	1
PUF2	YPR042C	YPR042C_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
PUF4	YGL014W	YGL014W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
PUP3	YER094C	YER094C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
PUS6	YGR169C	YGR169C_mRNA	protein_coding	0	0	0	7	7	0	0	0	0	0	0	0	0	0
PUT3	YKL015W	YKL015W_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
PUT4	YOR348C	YOR348C_mRNA	protein_coding	0	4	0	3	3	0	0	0	0	0	0	0	4	0
PWP1	YLR196W	YLR196W_mRNA	protein_coding	0	0	1	0	0	0	0	1	0	0	0	0	0	0
PXA1	YPL147W	YPL147W_mRNA	protein_coding	0	2	0	6	3	0	0	0	0	0	0	0	2	3
PXP2	YJR111C	YJR111C_mRNA	protein_coding	0	0	0	2	1	0	0	0	0	0	0	0	0	1
PYC2	YBR218C	YBR218C_mRNA	protein_coding	0	0	0	4	2	0	0	0	0	0	0	0	0	2
PYK2	YOR347C	YOR347C_mRNA	protein_coding	0	0	0	7	0	0	0	0	0	0	0	0	0	7
PZF1	YPR186C	YPR186C_mRNA	protein_coding	0	0	0	6	4	0	0	0	0	0	0	0	0	2
QCR2	YPR191W	YPR191W_mRNA	protein_coding	0	0	0	17	0	0	0	0	0	0	0	0	0	17
QDR1	YIL120W	YIL120W_mRNA	protein_coding	0	1	0	3	0	0	0	0	0	0	0	0	1	3
QDR2	YIL121W	YIL121W_mRNA	protein_coding	0	0	1	3	1	0	0	1	0	0	0	0	0	2
QDR3	YBR043C	YBR043C_mRNA	protein_coding	0	2	0	3	1	0	0	0	0	0	0	0	2	2
RAD10	YML095C	YML095C_mRNA	protein_coding	0	0	0	6	5	0	0	0	0	0	0	0	0	1
RAD24	YER173W	YER173W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
RAD26	YJR035W	YJR035W_mRNA	protein_coding	0	6	2	30	20	0	0	2	0	0	0	0	6	10
RAD5	YLR032W	YLR032W_mRNA	protein_coding	0	2	3	7	3	0	0	3	0	0	0	0	2	4
RAD51	YER095W	YER095W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
RAD52	YML032C	YML032C_mRNA	protein_coding	0	1	2	41	20	0	0	2	0	0	0	0	1	21
RAD6	YGL058W	YGL058W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
RAD7	YJR052W	YJR052W_mRNA	protein_coding	0	4	0	21	18	0	0	0	0	0	0	0	4	3
RAI1	YGL246C	YGL246C_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
RAS2	YNL098C	YNL098C_mRNA	protein_coding	0	0	0	10	3	0	0	0	0	0	0	0	0	7
RAV1	YJR033C	YJR033C_mRNA	protein_coding	0	7	3	22	9	0	0	3	0	0	0	0	7	13
RAX2	YLR084C	YLR084C_mRNA	protein_coding	0	4	4	17	6	0	0	4	0	0	0	0	4	11
RBH2	YJR030C	YJR030C_mRNA	protein_coding	0	1	1	12	0	0	0	1	0	0	0	0	1	12
RBK1	YCR036W	YCR036W_mRNA	protein_coding	0	0	1	2	2	0	0	1	0	0	0	0	0	0
RCF1	YML030W	YML030W_mRNA	protein_coding	0	0	0	39	23	0	0	0	0	0	0	0	0	16
RCF3	YBR255C-A	YBR255C-A_mRNA	protein_coding	0	1	0	30	14	0	0	0	0	0	0	0	1	16
RCR1	YBR005W	YBR005W_mRNA	protein_coding	0	1	1	28	17	0	0	1	0	0	0	0	1	11
RDH54	YBR073W	YBR073W_mRNA	protein_coding	1	3	0	12	5	1	0	0	0	0	0	0	3	7
RDN18-1	RDN18-1	RDN18-1_rRNA	rRNA	0	0	0	1	1	0	0	0	0	0	0	0	0	0
RDN25-1	RDN25-1	RDN25-1_rRNA	rRNA	0	0	0	2	2	0	0	0	0	0	0	0	0	0
RDN37-1	RDN37-1	RDN37-1_rRNA	rRNA	0	0	0	2	2	0	0	0	0	0	0	0	0	0
RDN58-1	RDN58-1	RDN58-1_rRNA	rRNA	0	0	0	1	1	0	0	0	0	0	0	0	0	0
RDS2	YPL133C	YPL133C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
RDT1	YCL054W-A	YCL054W-A_mRNA	protein_coding	0	0	0	28	12	0	0	0	0	0	0	0	0	16
REB1	YBR049C	YBR049C_mRNA	protein_coding	0	0	0	8	2	0	0	0	0	0	0	0	0	6
REC102	YLR329W	YLR329W_mRNA	protein_coding	0	0	1	5	3	0	0	1	0	0	0	0	0	2
REC104	YHR157W	YHR157W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
RED1	YLR263W	YLR263W_mRNA	protein_coding	0	6	7	29	17	0	0	7	0	0	0	0	6	12
REE1	YJL217W	YJL217W_mRNA	protein_coding	0	0	0	14	12	0	0	0	0	0	0	0	0	2
REG2	YBR050C	YBR050C_mRNA	protein_coding	0	1	0	6	3	0	0	0	0	0	0	0	1	3
RER2	YBR002C	YBR002C_mRNA	protein_coding	0	1	1	32	16	0	0	1	0	0	0	0	1	16
REV1	YOR346W	YOR346W_mRNA	protein_coding	0	0	0	7	7	0	0	0	0	0	0	0	0	0
REX2	YLR059C	YLR059C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
RFC2	YJR068W	YJR068W_mRNA	protein_coding	0	0	0	19	10	0	0	0	0	0	0	0	0	9
RFC3	YNL290W	YNL290W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
RFC5	YBR087W	YBR087W_mRNA	protein_coding	0	3	0	2	1	0	0	0	0	0	0	0	3	1
RFS1	YBR052C	YBR052C_mRNA	protein_coding	0	1	0	6	3	0	0	0	0	0	0	0	1	3
RFT1	YBL020W	YBL020W_mRNA	protein_coding	0	5	0	36	26	0	0	0	0	0	0	0	5	10
RFU1	YLR073C	YLR073C_mRNA	protein_coding	0	1	0	21	5	0	0	0	0	0	0	0	1	16
RGC1	YPR115W	YPR115W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
RGD1	YBR260C	YBR260C_mRNA	protein_coding	0	0	0	12	12	0	0	0	0	0	0	0	0	0
RGD2	YFL047W	YFL047W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
RGI1	YER067W	YER067W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
RGI2	YIL057C	YIL057C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
RGR1	YLR071C	YLR071C_mRNA	protein_coding	0	2	0	25	15	0	0	0	0	0	0	0	2	10
RHB1	YCR027C	YCR027C_mRNA	protein_coding	0	0	0	5	5	0	0	0	0	0	0	0	0	0
RHO3	YIL118W	YIL118W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
RHO4	YKR055W	YKR055W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
RIA1	YNL163C	YNL163C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
RIB1	YBL033C	YBL033C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
RIB3	YDR487C	YDR487C_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
RIB5	YBR256C	YBR256C_mRNA	protein_coding	0	4	1	26	18	0	0	1	0	0	0	0	4	8
RIC1	YLR039C	YLR039C_mRNA	protein_coding	0	2	1	6	1	0	0	1	0	0	0	0	2	5
RIP1	YEL024W	YEL024W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
RKM5	YLR137W	YLR137W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
RLF2	YPR018W	YPR018W_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
RLI1	YDR091C	YDR091C_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
RMA1	YKL132C	YKL132C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
RMD1	YDL001W	YDL001W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
RME1	YGR044C	YGR044C_mRNA	protein_coding	0	1	1	44	26	0	0	1	0	0	0	0	1	18
RME3	RME3	RME3_ncRNA	lincRNA	0	0	0	2	0	0	0	0	2	0	0	0	0	0
RMR1	YGL250W	YGL250W_mRNA	protein_coding	0	0	0	3	2	0	0	0	0	0	0	0	0	1
RNA1	YMR235C	YMR235C_mRNA	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0
RNH1	YMR234W	YMR234W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
RNH203	YLR154C	YLR154C_mRNA	protein_coding	0	1	0	1	0	0	0	0	0	0	0	0	1	1
RNQ1	YCL028W	YCL028W_mRNA	protein_coding	0	0	0	4	4	0	0	0	0	0	0	0	0	0
RNR1	YER070W	YER070W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
RNR2	YJL026W	YJL026W_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
ROG3	YFR022W	YFR022W_mRNA	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	2
ROM1	YGR070W	YGR070W_mRNA	protein_coding	0	3	3	2	1	0	0	3	0	0	0	0	3	1
ROM2	YLR371W	YLR371W_mRNA	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ROT2	YBR229C	YBR229C_mRNA	protein_coding	0	0	0	2	2	0	0	0	0	0	0	0	0	0
RPA12	YJR063W	YJR063W_mRNA	protein_coding	0	1	0	16	5	0	0	0	0	0	0	0	1	11
RPA190	YOR341W	YOR341W_mRNA	protein_coding	0	2	0	8	4	0	0	0	0	0	0	0	2	4
